mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,label,file
-816.7863159179688,13.22074031829834,-1.7921688556671143,0.3023360073566437,0.7250568866729736,0.7176944017410278,1.700453758239746,0.9897181391716003,-0.4430069625377655,-0.13161204755306244,-0.41804128885269165,-0.1667713224887848,-0.3229248523712158,14.431009662713828,13.976647924623064,14.016079891958748,14.231799753203545,14.348901477924496,14.308431813470404,13.95335039932039,0,folder_10_F_20200319214852_1_T19.6_segment0.wav
-790.7796630859375,10.126904487609863,-1.1444624662399292,1.0228703022003174,0.6511303186416626,0.7488880157470703,1.393934965133667,0.7485894560813904,-0.2628670334815979,0.0387631356716156,-0.5619062185287476,-0.19375205039978027,-0.03541526943445206,16.684198935501716,16.22228122132315,16.328331085781826,16.411062698805182,16.47465512832549,16.707480355103865,16.3712945599715,0,folder_10_F_20200319214852_1_T19.6_segment1.wav
-775.632568359375,33.47550964355469,-8.314116477966309,4.903469562530518,-1.3546098470687866,2.14314866065979,1.9852018356323242,2.056360960006714,-1.9145773649215698,0.6385036706924438,-0.9262711405754089,-0.27870476245880127,0.206113800406456,12.189346293698081,11.517114863154582,11.819165621560979,12.189939734309943,12.23352581657107,13.166823556258944,12.769567629182932,0,folder_10_F_20200319215431_2_T17.0_segment0.wav
-820.5512084960938,9.284294128417969,-2.1623826026916504,0.7397837042808533,-0.13126549124717712,0.45040059089660645,0.757308840751648,0.37931308150291443,-0.5748958587646484,-0.09941475093364716,-0.0926724374294281,0.0695793554186821,0.262062132358551,12.52704574931576,12.440828956965193,12.480458175984127,12.631143721823344,12.615252726152862,12.879837122160945,12.490725506553819,0,folder_10_F_20200319215431_2_T17.0_segment1.wav
-830.3411254882812,9.124321937561035,-2.076246976852417,0.8946364521980286,-0.11427918821573257,0.520763099193573,1.0138493776321411,0.5010237693786621,-0.5411152839660645,0.054379332810640335,-0.06767155975103378,-0.07493305206298828,0.027832485735416412,13.562903007600948,13.369649650642652,13.520038352245866,13.581260134567765,13.635252529055158,13.901100714358014,13.534991002230937,0,folder_10_F_20200319215431_2_T17.0_segment10.wav
-822.9745483398438,8.960909843444824,-1.7623895406723022,0.8455328345298767,-0.004158298950642347,0.38397473096847534,0.582268238067627,0.3086036443710327,-0.46590906381607056,0.022127345204353333,-0.2631972134113312,-0.2647782564163208,-0.038451869040727615,12.446096187608015,12.264939373741326,12.345072690982992,12.463152366952219,12.550656945521077,12.660336611696572,12.35866684916931,0,folder_10_F_20200319215431_2_T17.0_segment11.wav
-798.3545532226562,23.084800720214844,-5.234808921813965,3.5482797622680664,-0.6690912246704102,1.353402018547058,1.6323117017745972,1.425997257232666,-1.292269229888916,0.16361118853092194,-0.8814904093742371,-0.5945324301719666,0.20161443948745728,11.642769737595202,11.200644659100204,11.386659286952709,11.539555985154566,11.602923599066873,12.268926145113014,11.816410367208556,0,folder_10_F_20200319215431_2_T17.0_segment12.wav
-839.6065063476562,15.73779296875,-3.8966238498687744,2.8795766830444336,-0.33529821038246155,0.7868173718452454,1.0502843856811523,1.0327973365783691,-1.0534616708755493,0.21366029977798462,-0.3940901458263397,-0.13684475421905518,0.00361005705781281,13.657087211367537,13.334305573603368,13.44657010738981,13.528837508510588,13.561340867612051,14.11485146242843,13.831401617494286,0,folder_10_F_20200319215431_2_T17.0_segment13.wav
-811.3114013671875,11.093019485473633,-2.164217710494995,1.6529995203018188,0.19164781272411346,0.15460634231567383,0.6484176516532898,0.4374100863933563,-0.7526994943618774,0.2206537127494812,0.005638551898300648,0.17075693607330322,0.18185439705848694,12.336024071945653,12.261317984614989,12.36122697717791,12.372299958302996,12.440556668236832,12.725045694861873,12.360182817666152,0,folder_10_F_20200319215431_2_T17.0_segment14.wav
-816.4867553710938,12.467899322509766,-2.589674472808838,1.8192673921585083,-0.14294056594371796,0.6835564374923706,0.8775672912597656,0.45419788360595703,-0.732756495475769,0.22106076776981354,-0.28833767771720886,-0.09420491755008698,0.057542938739061356,15.304373686071525,15.11878183893266,15.065166073454568,15.081796244000284,15.19529770709339,15.483847016076162,15.197168641688824,0,folder_10_F_20200319215431_2_T17.0_segment15.wav
